lat,lng,api_data
34.7836,47.6003,Radius=15000&SortBy=1&latitude=34.7836&longitude=47.6003&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
39.3796,48.3546,Radius=15000&SortBy=1&latitude=39.3796&longitude=48.3546&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
27.555,52.8833,Radius=15000&SortBy=1&latitude=27.555&longitude=52.8833&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
38.9353,45.6431,Radius=15000&SortBy=1&latitude=38.9353&longitude=45.6431&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
35.1664,47.8044,Radius=15000&SortBy=1&latitude=35.1664&longitude=47.8044&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
29.1264,54.0419,Radius=15000&SortBy=1&latitude=29.1264&longitude=54.0419&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
35.2778,47.4183,Radius=15000&SortBy=1&latitude=35.2778&longitude=47.4183&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
30.3586,50.7981,Radius=15000&SortBy=1&latitude=30.3586&longitude=50.7981&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
28.8438,52.5707,Radius=15000&SortBy=1&latitude=28.8438&longitude=52.5707&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
37.8463,46.8354,Radius=15000&SortBy=1&latitude=37.8463&longitude=46.8354&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
36.7081,57.4214,Radius=15000&SortBy=1&latitude=36.7081&longitude=57.4214&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
37.2312,58.219,Radius=15000&SortBy=1&latitude=37.2312&longitude=58.219&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
35.254,58.2857,Radius=15000&SortBy=1&latitude=35.254&longitude=58.2857&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
37.4167,47.7,Radius=15000&SortBy=1&latitude=37.4167&longitude=47.7&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
33.7667,46.5664,Radius=15000&SortBy=1&latitude=33.7667&longitude=46.5664&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
30.8639,51.4558,Radius=15000&SortBy=1&latitude=30.8639&longitude=51.4558&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
30.2606,51.9842,Radius=15000&SortBy=1&latitude=30.2606&longitude=51.9842&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
29.9122,53.3083,Radius=15000&SortBy=1&latitude=29.9122&longitude=53.3083&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
36.595,53.2075,Radius=15000&SortBy=1&latitude=36.595&longitude=53.2075&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
33.5628,48.0222,Radius=15000&SortBy=1&latitude=33.5628&longitude=48.0222&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
36.635,57.0717,Radius=15000&SortBy=1&latitude=36.635&longitude=57.0717&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
35.7069,59.8501,Radius=15000&SortBy=1&latitude=35.7069&longitude=59.8501&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
35.7669,50.0578,Radius=15000&SortBy=1&latitude=35.7669&longitude=50.0578&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
28.7519,54.5444,Radius=15000&SortBy=1&latitude=28.7519&longitude=54.5444&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
34.5039,49.6844,Radius=15000&SortBy=1&latitude=34.5039&longitude=49.6844&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
30.8947,49.4092,Radius=15000&SortBy=1&latitude=30.8947&longitude=49.4092&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
36.1178,53.0553,Radius=15000&SortBy=1&latitude=36.1178&longitude=53.0553&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
38.2481,47.1167,Radius=15000&SortBy=1&latitude=38.2481&longitude=47.1167&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
33.9054,50.4572,Radius=15000&SortBy=1&latitude=33.9054&longitude=50.4572&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
27.2083,53.0361,Radius=15000&SortBy=1&latitude=27.2083&longitude=53.0361&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
36.2858,58.5861,Radius=15000&SortBy=1&latitude=36.2858&longitude=58.5861&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
30.895,50.0931,Radius=15000&SortBy=1&latitude=30.895&longitude=50.0931&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
34.1422,45.9203,Radius=15000&SortBy=1&latitude=34.1422&longitude=45.9203&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
32.3298,49.0932,Radius=15000&SortBy=1&latitude=32.3298&longitude=49.0932&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
39.2951,44.4982,Radius=15000&SortBy=1&latitude=39.2951&longitude=44.4982&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
29.2733,53.2203,Radius=15000&SortBy=1&latitude=29.2733&longitude=53.2203&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
30.746,50.746,Radius=15000&SortBy=1&latitude=30.746&longitude=50.746&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
35.2822,59.5197,Radius=15000&SortBy=1&latitude=35.2822&longitude=59.5197&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
37.4778,47.0508,Radius=15000&SortBy=1&latitude=37.4778&longitude=47.0508&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
27.8397,51.9378,Radius=15000&SortBy=1&latitude=27.8397&longitude=51.9378&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
39.0728,44.3869,Radius=15000&SortBy=1&latitude=39.0728&longitude=44.3869&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
33.9903,50.6836,Radius=15000&SortBy=1&latitude=33.9903&longitude=50.6836&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
34.7387,46.1496,Radius=15000&SortBy=1&latitude=34.7387&longitude=46.1496&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
39.1489,47.0347,Radius=15000&SortBy=1&latitude=39.1489&longitude=47.0347&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
31.9961,50.6564,Radius=15000&SortBy=1&latitude=31.9961&longitude=50.6564&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
36.9263,48.9583,Radius=15000&SortBy=1&latitude=36.9263&longitude=48.9583&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
32.2064,49.4436,Radius=15000&SortBy=1&latitude=32.2064&longitude=49.4436&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
29.2911,56.9131,Radius=15000&SortBy=1&latitude=29.2911&longitude=56.9131&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
27.3339,53.1789,Radius=15000&SortBy=1&latitude=27.3339&longitude=53.1789&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
36.425,48.2819,Radius=15000&SortBy=1&latitude=36.425&longitude=48.2819&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
35.9139,47.0239,Radius=15000&SortBy=1&latitude=35.9139&longitude=47.0239&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
30.6131,53.1954,Radius=15000&SortBy=1&latitude=30.6131&longitude=53.1954&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
26.5161,57.1019,Radius=15000&SortBy=1&latitude=26.5161&longitude=57.1019&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
34.2842,46.2422,Radius=15000&SortBy=1&latitude=34.2842&longitude=46.2422&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
38.0346,47.9986,Radius=15000&SortBy=1&latitude=38.0346&longitude=47.9986&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
37.9,55.95,Radius=15000&SortBy=1&latitude=37.9&longitude=55.95&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
26.5578,54.8806,Radius=15000&SortBy=1&latitude=26.5578&longitude=54.8806&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
30.3603,51.1617,Radius=15000&SortBy=1&latitude=30.3603&longitude=51.1617&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
28.0261,58.0,Radius=15000&SortBy=1&latitude=28.0261&longitude=58.0&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
32.9926,47.4198,Radius=15000&SortBy=1&latitude=32.9926&longitude=47.4198&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
33.1536,47.7136,Radius=15000&SortBy=1&latitude=33.1536&longitude=47.7136&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
30.0542,50.1589,Radius=15000&SortBy=1&latitude=30.0542&longitude=50.1589&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
37.3333,59.0833,Radius=15000&SortBy=1&latitude=37.3333&longitude=59.0833&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
37.6858,48.342,Radius=15000&SortBy=1&latitude=37.6858&longitude=48.342&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
30.0786,53.1397,Radius=15000&SortBy=1&latitude=30.0786&longitude=53.1397&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
28.4825,53.0346,Radius=15000&SortBy=1&latitude=28.4825&longitude=53.0346&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
38.6744,46.1131,Radius=15000&SortBy=1&latitude=38.6744&longitude=46.1131&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
28.9503,58.885,Radius=15000&SortBy=1&latitude=28.9503&longitude=58.885&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
37.5615,56.9212,Radius=15000&SortBy=1&latitude=37.5615&longitude=56.9212&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
36.4035,58.0389,Radius=15000&SortBy=1&latitude=36.4035&longitude=58.0389&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
31.1608,52.6506,Radius=15000&SortBy=1&latitude=31.1608&longitude=52.6506&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
36.5447,61.1575,Radius=15000&SortBy=1&latitude=36.5447&longitude=61.1575&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
27.1992,54.3667,Radius=15000&SortBy=1&latitude=27.1992&longitude=54.3667&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
28.3574,54.4233,Radius=15000&SortBy=1&latitude=28.3574&longitude=54.4233&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
31.4422,49.5317,Radius=15000&SortBy=1&latitude=31.4422&longitude=49.5317&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
28.6542,51.38,Radius=15000&SortBy=1&latitude=28.6542&longitude=51.38&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
35.7567,52.7706,Radius=15000&SortBy=1&latitude=35.7567&longitude=52.7706&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
27.6834,54.3417,Radius=15000&SortBy=1&latitude=27.6834&longitude=54.3417&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
30.1141,51.5217,Radius=15000&SortBy=1&latitude=30.1141&longitude=51.5217&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
26.2368,61.399,Radius=15000&SortBy=1&latitude=26.2368&longitude=61.399&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
28.0987,57.2318,Radius=15000&SortBy=1&latitude=28.0987&longitude=57.2318&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
31.4619,48.0739,Radius=15000&SortBy=1&latitude=31.4619&longitude=48.0739&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
28.4758,57.8481,Radius=15000&SortBy=1&latitude=28.4758&longitude=57.8481&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
34.9667,59.6167,Radius=15000&SortBy=1&latitude=34.9667&longitude=59.6167&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
30.8733,55.2706,Radius=15000&SortBy=1&latitude=30.8733&longitude=55.2706&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
27.4064,57.5014,Radius=15000&SortBy=1&latitude=27.4064&longitude=57.5014&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
26.9522,55.585,Radius=15000&SortBy=1&latitude=26.9522&longitude=55.585&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
33.3828,46.5983,Radius=15000&SortBy=1&latitude=33.3828&longitude=46.5983&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
28.4414,56.3728,Radius=15000&SortBy=1&latitude=28.4414&longitude=56.3728&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
35.3056,50.4992,Radius=15000&SortBy=1&latitude=35.3056&longitude=50.4992&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
36.7442,47.6725,Radius=15000&SortBy=1&latitude=36.7442&longitude=47.6725&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
34.5219,50.0058,Radius=15000&SortBy=1&latitude=34.5219&longitude=50.0058&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
36.9833,56.2833,Radius=15000&SortBy=1&latitude=36.9833&longitude=56.2833&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
30.8881,52.685,Radius=15000&SortBy=1&latitude=30.8881&longitude=52.685&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
26.2258,60.2142,Radius=15000&SortBy=1&latitude=26.2258&longitude=60.2142&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
29.1986,54.3278,Radius=15000&SortBy=1&latitude=29.1986&longitude=54.3278&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
34.3528,58.6836,Radius=15000&SortBy=1&latitude=34.3528&longitude=58.6836&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
36.9953,59.7647,Radius=15000&SortBy=1&latitude=36.9953&longitude=59.7647&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
30.4551,53.651,Radius=15000&SortBy=1&latitude=30.4551&longitude=53.651&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
27.131,61.6744,Radius=15000&SortBy=1&latitude=27.131&longitude=61.6744&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
37.2187,47.2167,Radius=15000&SortBy=1&latitude=37.2187&longitude=47.2167&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
27.2856,61.9964,Radius=15000&SortBy=1&latitude=27.2856&longitude=61.9964&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
25.3603,60.3994,Radius=15000&SortBy=1&latitude=25.3603&longitude=60.3994&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
32.6942,47.2678,Radius=15000&SortBy=1&latitude=32.6942&longitude=47.2678&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
29.9275,56.5722,Radius=15000&SortBy=1&latitude=29.9275&longitude=56.5722&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
33.7267,59.1844,Radius=15000&SortBy=1&latitude=33.7267&longitude=59.1844&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
33.605,59.9934,Radius=15000&SortBy=1&latitude=33.605&longitude=59.9934&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
28.6689,59.0733,Radius=15000&SortBy=1&latitude=28.6689&longitude=59.0733&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
32.9428,59.72,Radius=15000&SortBy=1&latitude=32.9428&longitude=59.72&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
27.8833,53.4333,Radius=15000&SortBy=1&latitude=27.8833&longitude=53.4333&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
27.2024,60.6848,Radius=15000&SortBy=1&latitude=27.2024&longitude=60.6848&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
30.2364,49.7119,Radius=15000&SortBy=1&latitude=30.2364&longitude=49.7119&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
31.1289,53.2822,Radius=15000&SortBy=1&latitude=31.1289&longitude=53.2822&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
34.6919,50.0128,Radius=15000&SortBy=1&latitude=34.6919&longitude=50.0128&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
28.8714,52.0917,Radius=15000&SortBy=1&latitude=28.8714&longitude=52.0917&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
27.5236,57.8811,Radius=15000&SortBy=1&latitude=27.5236&longitude=57.8811&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
28.2211,61.2158,Radius=15000&SortBy=1&latitude=28.2211&longitude=61.2158&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
36.9501,56.38,Radius=15000&SortBy=1&latitude=36.9501&longitude=56.38&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
34.0186,58.1722,Radius=15000&SortBy=1&latitude=34.0186&longitude=58.1722&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
28.3091,55.9017,Radius=15000&SortBy=1&latitude=28.3091&longitude=55.9017&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
34.5164,58.1844,Radius=15000&SortBy=1&latitude=34.5164&longitude=58.1844&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
31.5853,54.4415,Radius=15000&SortBy=1&latitude=31.5853&longitude=54.4415&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
33.1222,46.1647,Radius=15000&SortBy=1&latitude=33.1222&longitude=46.1647&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
30.1164,55.1186,Radius=15000&SortBy=1&latitude=30.1164&longitude=55.1186&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
27.4753,59.4717,Radius=15000&SortBy=1&latitude=27.4753&longitude=59.4717&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
31.4103,56.2825,Radius=15000&SortBy=1&latitude=31.4103&longitude=56.2825&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
26.4558,57.9028,Radius=15000&SortBy=1&latitude=26.4558&longitude=57.9028&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
32.5756,59.7983,Radius=15000&SortBy=1&latitude=32.5756&longitude=59.7983&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
36.4109,55.6502,Radius=15000&SortBy=1&latitude=36.4109&longitude=55.6502&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
30.0542,54.3731,Radius=15000&SortBy=1&latitude=30.0542&longitude=54.3731&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
33.8683,57.4289,Radius=15000&SortBy=1&latitude=33.8683&longitude=57.4289&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
31.6053,55.4028,Radius=15000&SortBy=1&latitude=31.6053&longitude=55.4028&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
25.6439,57.7744,Radius=15000&SortBy=1&latitude=25.6439&longitude=57.7744&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
32.3094,54.0186,Radius=15000&SortBy=1&latitude=32.3094&longitude=54.0186&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
33.8603,58.5217,Radius=15000&SortBy=1&latitude=33.8603&longitude=58.5217&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
31.2656,56.8056,Radius=15000&SortBy=1&latitude=31.2656&longitude=56.8056&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
31.5419,60.0364,Radius=15000&SortBy=1&latitude=31.5419&longitude=60.0364&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
33.5959,56.9244,Radius=15000&SortBy=1&latitude=33.5959&longitude=56.9244&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
32.8601,53.0875,Radius=15000&SortBy=1&latitude=32.8601&longitude=53.0875&PageSize=1000&PageNumber=0&firstObjectLatEnabled=true&query=&isSpecialList=false
